,name,rating,reviews,company_type,Head_Quarters,Company_Age,No_of_Employee
8589,Oriental Rubber ...,4.3,(48 Reviews),Pune + 1 more,73 years old,201-500 Employees (India),
8590,Ahlada Engineers,4.4,(48 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 1 more",17 years old,1k-5k Employees (India)
8591,Epicu Agro Produ...,3.3,(48 Reviews),Private,Delhi + 8 more,201-500 Employees (India),
8592,Zydus Takeda Hea...,4.1,(48 Reviews),Private,Tokyo + 1 more,241 years old,51-200 Employees (India)
8593,HTIS Telecom,3.5,(48 Reviews),Private,"Mohali,Punjab + 14 more",15 years old,1k-5k Employees (India)
8594,Kshema Power And...,3.6,(48 Reviews),"Kochi/Cochin,Kerala + 6 more",24 years old,51-200 Employees (India),
8595,Omnex,4.0,(48 Reviews),Private,"Ann Arbor,Michigan + 5 more",26 years old,51-200 Employees (Global)
8596,Pacifica Compani...,3.2,(48 Reviews),Private,"Ahmedabad,Gujarat + 3 more",44 years old,201-500 Employees (India)
8597,Bss Microfinance,4.1,(48 Reviews),Bengaluru + 18 more,23 years old,51-200 Employees (India),
8598,Poornima College...,4.2,(48 Reviews),Private,Jaipur,22 years old,201-500 Employees (India)
8599,U K Paints,3.5,(48 Reviews),New Delhi + 7 more,103 years old,501-1k Employees (Global),
8600,Starworth Infras...,3.4,(48 Reviews),Private,Bengaluru + 2 more,21 years old,501-1k Employees (India)
8601,GMC Nagpur,3.9,(48 Reviews),Private,Nagpur + 13 more,75 years old,
8602,World Health Par...,4.8,(48 Reviews),New Delhi + 9 more,14 years old,51-200 Employees (Global),
8603,Brady Corporatio...,3.5,(48 Reviews),Public,Milwaukee + 4 more,108 years old,5k-10k Employees (Global)
8604,Fragomen Immigra...,4.0,(48 Reviews),New York + 4 more,71 years old,51-200 Employees (India),
8605,CADES STUDEC TEC...,3.7,(48 Reviews),Private,Bengaluru,16 years old,51-200 Employees (India)
8606,AstraGen,3.9,(48 Reviews),Private,"Chennai,Tamil Nadu + 6 more",10 years old,51-200 Employees (Global)
8607,Adda 247,3.5,(48 Reviews),Private,"Gurgaon,Haryana + 3 more",6 years old,51-200 Employees (India)
8608,Samraat Group,4.2,(48 Reviews),"Hyderabad/Secunderabad,Telangana",32 years old,51-200 Employees (India),
8609,Protiviti Consul...,3.2,(48 Reviews),"Menlo Park,California + 4 more",20 years old,201-500 Employees (India),
8610,Secure Energy Se...,3.9,(48 Reviews),Calgary + 19 more,15 years old,1k-5k Employees (Global),
8611,ECI Engineering ...,4.4,(48 Reviews),Hyderabad + 8 more,48 years old,1k-5k Employees (Global),
8612,P3 Group,2.4,(48 Reviews),Stuttgart + 1 more,26 years old,1k-5k Employees (Global),
8613,Eskag Sanjeevani,3.6,(48 Reviews),Private,Kolkata + 7 more,18 years old,501-1k Employees (Global)
8614,Sankei Giken,4.4,(48 Reviews),Tokyo,74 years old,51-200 Employees (India),
8615,Dr. Amin Control...,3.7,(48 Reviews),Mumbai + 12 more,47 years old,51-200 Employees (India),
8616,Orchid Healthcar...,3.9,(48 Reviews),Chennai + 4 more,30 years old,,
8617,Ubs Investment B...,3.8,(48 Reviews),Pune + 2 more,,,
8618,B-Able,3.8,(48 Reviews),Private,"Delhi/NCR,New Delhi + 20 more",13 years old,5k-10k Employees (Global)
8619,Urbacon Trading ...,3.7,(48 Reviews),Lusail + 1 more,11 years old,1k-5k Employees (Global),
8620,Pacifica Compani...,3.2,(48 Reviews),Private,"Ahmedabad,Gujarat + 3 more",44 years old,201-500 Employees (India)
8621,Accord Software ...,3.2,(48 Reviews),Private,"Bangalore/Bengaluru,Karnataka",31 years old,201-500 Employees (India)
8622,Government of Ke...,4.0,(48 Reviews),Private,Thiruvananthapuram + 12 more,66 years old,5k-10k Employees (Global)
8623,Inspace Technolo...,4.1,(48 Reviews),Private,Chennai + 8 more,19 years old,51-200 Employees (India)
8624,Future Market In...,2.8,(48 Reviews),Private,"Jumeirah Lakes Towers,Dubai",8 years old,201-500 Employees (Global)
8625,Hayat Communicat...,3.4,(48 Reviews),Safat + 10 more,27 years old,51-200 Employees (India),
8626,Anvil Cables,4.5,(48 Reviews),Private,Kolkata + 6 more,13 years old,201-500 Employees (India)
8627,Mannai Corporati...,4.5,(48 Reviews),Doha + 1 more,72 years old,51-200 Employees (India),
8628,Oremus Corporate...,3.1,(48 Reviews),Private,Hyderabad,20 years old,51-200 Employees (India)
8629,Gyansys Infotech,3.0,(48 Reviews),Private,Carmel + 3 more,17 years old,201-500 Employees (India)
8630,Volkswagen Finan...,4.1,(48 Reviews),Private,Mumbai + 9 more,13 years old,51-200 Employees (India)
8631,Digitas,4.4,(48 Reviews),Public,"Mumbai,Maharashtra + 6 more",16 years old,201-500 Employees (India)
8632,IndiaNivesh Secu...,3.8,(48 Reviews),Private,Mumbai + 17 more,6 years old,51-200 Employees (India)
8633,Deen Dayal Upadh...,4.4,(48 Reviews),New Delhi + 1 more,52 years old,51-200 Employees (India),
8634,BYJU'S Exam Prep,3.6,(48 Reviews),"Noida,Uttar Pradesh + 12 more",7 years old,501-1k Employees (Global),
8635,Fangs Technology,4.5,(48 Reviews),Private,Chennai + 8 more,8 years old,1k-5k Employees (Global)
8636,Medicover Fertil...,4.1,(48 Reviews),"Stockholm,Stockholm + 7 more",27 years old,51-200 Employees (India),
8637,Cipa,4.0,(48 Reviews),"Kolkata,West Bengal + 14 more",31 years old,,
8638,Taehwa Enterpris...,3.3,(48 Reviews),Busan + 4 more,40 years old,501-1k Employees (India),
8639,Ubs Investment B...,3.8,(48 Reviews),Pune + 2 more,,,
8640,Guru Nanak Auto ...,4.0,(48 Reviews),Private,Jamalpur + 1 more,76 years old,501-1k Employees (India)
8641,Tokai Rika Minda,4.2,(48 Reviews),Private,Oguchi + 3 more,74 years old,51-200 Employees (India)
8642,Shri Mahavir fer...,3.9,(48 Reviews),Private,Rourkela + 1 more,26 years old,51-200 Employees (India)
8643,Mcpi,4.0,(48 Reviews),Kolkata,25 years old,501-1k Employees (India),
8644,S.L. Raheja Hosp...,3.7,(48 Reviews),Mumbai,41 years old,51-200 Employees (Global),
8645,Okinawa Autotech,3.1,(48 Reviews),Private,"Gurgaon,Haryana + 5 more",6 years old,51-200 Employees (India)
8646,International Ce...,3.7,(48 Reviews),Gurugram + 1 more,16 years old,201-500 Employees (India),
8647,JAAC TECHNO SERV...,4.3,(48 Reviews),Vadodara + 5 more,13 years old,201-500 Employees (India),
8648,Palred Online Te...,4.2,(48 Reviews),Hyderabad + 2 more,23 years old,51-200 Employees (India),
8649,10FA India,4.1,(48 Reviews),Private,Mumbai + 3 more,20 years old,501-1k Employees (Global)
8650,Accu Pack Engine...,3.7,(48 Reviews),Private,Navi Mumbai + 1 more,14 years old,11-50 Employees (India)
8651,Sugar N Spice,3.1,(48 Reviews),Surat + 3 more,24 years old,11-50 Employees (Global),
8652,Kreate Energy,4.3,(48 Reviews),New Delhi + 8 more,25 years old,501-1k Employees (India),
8653,Mohan Meakin,3.8,(48 Reviews),Public,Ghaziabad + 5 more,167 years old,1k-5k Employees (India)
8654,Computer Junctio...,3.5,(48 Reviews),Private,New Delhi + 5 more,27 years old,201-500 Employees (India)
8655,Dedicated Freigh...,4.3,(48 Reviews),Public,New Delhi + 16 more,16 years old,501-1k Employees (India)
8656,Oasis Resource M...,3.7,(48 Reviews),Private,New Delhi + 1 more,22 years old,201-500 Employees (India)
8657,Bodhtree Consult...,3.5,(48 Reviews),Private,"Pleasanton,California + 2 more",24 years old,501-1k Employees (India)
8658,Recon Oil Indust...,4.0,(48 Reviews),Private,"Mumbai,Maharashtra + 10 more",31 years old,51-200 Employees (India)
8659,Hind High Vacuum,3.6,(48 Reviews),Private,Bengaluru + 4 more,57 years old,501-1k Employees (Global)
8660,Jaguar Overseas,3.8,(48 Reviews),Public,"Delhi/NCR,New Delhi + 5 more",31 years old,51-200 Employees (India)
8661,QUADRANT RESOURC...,3.1,(48 Reviews),Hyderabad/Secunderabad + 1 more,,,
8662,SLAP Pvt,4.0,(48 Reviews),Anantapur + 6 more,11-50 Employees (Global),,
8663,Zucol Solutions,2.5,(48 Reviews),Jaipur + 3 more,,,
8664,Avantel,4.3,(48 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 2 more",32 years old,51-200 Employees (India)
8665,Crown Solutions,2.7,(48 Reviews),Chennai + 5 more,20 years old,51-200 Employees (India),
8666,Al Shifa Multisp...,4.1,(48 Reviews),Private,New Delhi + 8 more,11 years old,11-50 Employees (India)
8667,Navneet Publicat...,4.3,(47 Reviews),Private,Mumbai + 16 more,63 years old,201-500 Employees (Global)
8668,Prasar Bharati,4.1,(47 Reviews),Private,New Delhi + 19 more,25 years old,
8669,Bernhard Schulte...,4.6,(47 Reviews),Private,"Hamburg,Hamburg + 5 more",139 years old,51-200 Employees (India)
8670,Net2source,3.1,(47 Reviews),Private,New Jersey + 2 more,15 years old,1k-5k Employees (Global)
8671,MARG,3.8,(47 Reviews),Public,"Chennai,Tamil Nadu + 15 more",28 years old,5k-10k Employees (Global)
8672,BPL,4.4,(47 Reviews),Public,Bangalore + 16 more,59 years old,201-500 Employees (India)
8673,Meditab Software,3.2,(47 Reviews),Private,"Ahmedabad,Gujarat + 1 more",17 years old,201-500 Employees (Global)
8674,Applied Solar Te...,4.1,(47 Reviews),Private,"Noida,Uttar Pradesh + 7 more",14 years old,51-200 Employees (India)
8675,Arrow,4.4,(47 Reviews),Private,Downers Grove + 19 more,75 years old,501-1k Employees (India)
8676,Black Turtle,3.2,(47 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 4 more",5 years old,11-50 Employees (India)
8677,Karunya Universi...,3.8,(47 Reviews),Private,"Coimbatore,Tamil Nadu",36 years old,501-1k Employees (Global)
8678,codeMantra,4.0,(47 Reviews),Private,"Burlington,Massachusetts",18 years old,201-500 Employees (India)
8679,Terumo Penpol,3.5,(47 Reviews),Private,"Hyderabad,Telangana + 11 more",39 years old,1k-5k Employees (Global)
8680,EIH,4.1,(47 Reviews),Public,"Delhi/NCR,New Delhi + 7 more",73 years old,
8681,KA Hospitality,3.2,(47 Reviews),Private,"Mumbai,Maharashtra + 3 more",11 years old,51-200 Employees (India)
8682,Jayoti Vidyapeet...,2.4,(47 Reviews),Private,"Jaipur,Rajasthan + 2 more",14 years old,501-1k Employees (Global)
8683,Sidvin Core-Tech,4.3,(47 Reviews),Private,Bangalore,22 years old,51-200 Employees (India)
8684,CRY - Child Righ...,4.1,(47 Reviews),Private,Mumbai + 5 more,43 years old,51-200 Employees (India)
8685,Supreme Petroche...,4.2,(47 Reviews),Public,Mumbai + 1 more,29 years old,201-500 Employees (Global)
8686,Goa Shipyard,4.4,(47 Reviews),Private,Goa + 7 more,65 years old,1k-5k Employees (India)
8687,DDF Consultants,3.7,(47 Reviews),Private,"New Delhi,Delhi + 11 more",14 years old,201-500 Employees (Global)
8688,Trinity Mobility,3.1,(47 Reviews),Private,"Bangalore,Karnataka + 3 more",11 years old,201-500 Employees (India)
8689,Maihar Cement,4.6,(47 Reviews),Public,Mumbai + 7 more,48 years old,10k+ Employees (Global)
8690,Bostik,4.0,(47 Reviews),Private,Colombes + 8 more,133 years old,201-500 Employees (India)
8691,Cambridge Univer...,3.6,(47 Reviews),Private,Cambridge + 7 more,488 years old,51-200 Employees (India)
8692,Best Western,4.2,(47 Reviews),Private,Phoenix + 14 more,76 years old,51-200 Employees (India)
8693,Surya Constructi...,4.2,(47 Reviews),Private,New Delhi + 20 more,29 years old,51-200 Employees (India)
8694,Smart Call Cente...,3.2,(47 Reviews),Private,Kolkata + 2 more,7 years old,201-500 Employees (Global)
8695,SSP India,3.8,(47 Reviews),Halifax + 6 more,20 years old,,
8696,United Technolog...,3.5,(47 Reviews),"Farmington,Connecticut + 8 more",88 years old,,
8697,SoftNice,3.5,(47 Reviews),Private,"Allentown,PA + 4 more",21 years old,501-1k Employees (Global)
8698,Extentia Informa...,3.8,(47 Reviews),Private,"Pune,Maharashtra",24 years old,501-1k Employees (India)
8699,O3 Hire,3.9,(47 Reviews),Ludhiana + 6 more,6 years old,51-200 Employees (India),
